* RTings.com in-ear target response
* Cleaned in 7/29/2019

285.088, 89.999
289.234, 89.998
293.441, 89.998
297.709, 89.997
302.04, 89.996
306.433, 89.995
310.89, 89.993
315.412, 89.991
320.0, 89.989
324.655, 89.986
329.377, 89.984
334.168, 89.982
339.028, 89.98
343.959, 89.978
348.962, 89.976
354.038, 89.974
359.188, 89.973
364.412, 89.971
369.713, 89.97
375.09, 89.969
380.546, 89.968
386.081, 89.968
391.697, 89.968
397.394, 89.969
403.175, 89.971
409.039, 89.973
414.989, 89.976
421.025, 89.981
427.149, 89.986
433.362, 89.993
439.665, 90.001
446.06, 90.011
452.548, 90.022
459.131, 90.035
465.809, 90.049
472.584, 90.066
479.458, 90.084
486.432, 90.105
493.507, 90.127
500.686, 90.152
507.968, 90.179
515.357, 90.208
522.853, 90.239
530.458, 90.272
538.174, 90.307
546.002, 90.345
553.943, 90.384
562.001, 90.426
570.175, 90.47
578.469, 90.515
586.883, 90.562
595.419, 90.61
604.08, 90.66
612.866, 90.712
621.78, 90.764
630.824, 90.818
640.0, 90.873
649.309, 90.928
658.753, 90.984
668.335, 91.041
678.056, 91.098
687.919, 91.155
697.925, 91.212
708.077, 91.268
718.376, 91.325
728.825, 91.381
739.426, 91.436
750.181, 91.49
761.093, 91.544
772.163, 91.597
783.394, 91.648
794.789, 91.698
806.349, 91.747
818.078, 91.794
829.977, 91.84
842.05, 91.884
854.298, 91.927
866.724, 91.968
879.33, 92.007
892.12, 92.044
905.097, 92.081
918.262, 92.119
931.618, 92.157
945.169, 92.196
958.917, 92.236
972.864, 92.276
987.015, 92.316
1001.371, 92.358
1015.937, 92.4
1030.714, 92.44200000000001
1045.706, 92.485
1060.916, 92.529
1076.347, 92.573
1092.003, 92.618
1107.887, 92.664
1124.001, 92.71
1140.35, 92.757
1156.937, 92.805
1173.765, 92.853
1190.838, 92.902
1208.159, 92.952
1225.732, 93.003
1243.561, 93.054
1261.649, 93.107
1280.0, 93.16
1298.618, 93.213
1317.507, 93.268
1336.67, 93.323
1356.113, 93.379
1375.838, 93.436
1395.85, 93.494
1416.153, 93.553
1436.751, 93.613
1457.649, 93.674
1478.851, 93.735
1500.362, 93.798
1522.185, 93.861
1544.326, 93.926
1566.789, 93.991
1589.578, 94.05799999999999
1612.699, 94.125
1636.156, 94.194
1659.955, 94.264
1684.099, 94.334
1708.595, 94.406
1733.447, 94.479
1758.661, 94.553
1784.241, 94.629
1810.193, 94.706
1836.523, 94.815
1863.236, 94.929
1890.337, 95.046
1917.833, 95.166
1945.729, 95.291
1974.03, 95.44200000000001
2002.743, 95.585
2031.873, 95.726
2061.428, 95.874
2091.412, 96.04
2121.832, 96.232
2152.695, 96.459
2184.006, 96.724
2215.774, 97.028
2248.003, 97.366
2280.701, 97.727
2313.874, 98.098
2347.53, 98.461
2381.676, 98.798
2416.318, 99.094
2451.464, 99.344
2487.122, 99.548
2523.298, 99.718
2560.0, 99.867
2597.236, 100.015
2635.014, 100.173
2673.341, 100.347
2712.226, 100.53
2751.676, 100.708
2791.7, 100.858
2832.306, 100.961
2873.503, 101.002
2915.299, 100.98
2957.703, 100.907
3000.724, 100.805
3044.37, 100.69800000000001
3088.652, 100.605
3133.577, 100.531
3179.156, 100.469
3225.398, 100.402
3272.312, 100.31
3319.909, 100.181
3368.198, 100.013
3417.19, 99.82
3466.894, 99.627
3517.321, 99.458
3568.482, 99.333
3620.387, 99.253
3673.046, 99.205
3726.472, 99.164
3780.675, 99.102
3835.666, 98.997
3891.457, 98.845
3948.06, 98.657
4005.486, 98.453
4063.747, 98.252
4122.855, 98.062
4182.824, 97.882
4243.664, 97.702
4305.39, 97.518
4368.013, 97.335
4431.547, 97.172
4496.006, 97.05199999999999
4561.401, 97.0
4627.749, 97.026
4695.061, 97.128
4763.352, 97.29
4832.636, 97.492
4902.929, 97.712
4974.244, 97.932
5046.596, 98.132
5120.0, 98.294
5194.472, 98.401
5270.027, 98.447
5346.682, 98.446
5424.451, 98.42699999999999
5503.352, 98.418
5583.4, 98.43
5664.612, 98.44800000000001
5747.006, 98.437
5830.598, 98.363
5915.406, 98.202
6001.447, 97.94800000000001
6088.74, 97.606
6177.303, 97.189
6267.154, 96.72
6358.312, 96.232
6450.796, 95.765
6544.625, 95.354
6639.819, 95.023
6736.397, 94.79
6834.38, 94.663
6933.788, 94.644
7034.643, 94.726
7136.964, 94.898
7240.773, 95.146
7346.093, 95.455
7452.944, 95.805
7561.35, 96.16
7671.332, 96.483
7782.914, 96.749
7896.119, 96.957
8010.971, 97.122
8127.493, 97.255
8245.71, 97.363
8365.647, 97.435
8487.328, 97.446
8610.779, 97.349
8736.026, 97.096
8863.094, 96.488
8992.011, 95.107
9122.803, 93.633
9255.497, 92.355
9390.121, 91.437
9526.704, 90.544
9665.273, 89.598
9805.858, 88.709
9948.487, 87.993
10093.191, 87.449
10240.0, 87.074
10388.944, 86.97
10540.055, 87.08
10693.364, 87.29
10848.902, 87.72
11006.703, 88.454
11166.799, 89.254
11329.224, 90.121
11494.011, 91.196
11661.196, 93.55799999999999
11830.812, 93.794
12002.895, 94.001
12177.481, 93.078
12354.606, 92.689
12534.308, 92.266
12716.624, 91.918
12901.592, 91.415
13089.25, 90.764
13279.637, 90.001
13472.794, 89.198
13668.76, 88.65
13867.577, 88.45
14069.285, 88.251
14273.928, 88.054
14481.547, 87.858
14692.186, 87.663
14905.889, 87.467
15122.7, 87.272
15342.664, 87.076
15565.829, 86.879
15792.239, 86.681
16021.942, 86.48
16254.987, 86.267
16491.421, 86.056
16731.294, 85.846
16974.657, 85.638
17221.559, 85.431
17472.052, 85.226
17726.189, 85.022
17984.022, 84.818
18245.606, 84.615
18510.994, 84.413
18780.243, 84.212
19053.408, 84.01
19330.546, 83.809
19611.715, 83.607
19896.974, 83.404
20186.382, 83.2
20480.0, 82.995
20777.888, 82.9
21080.11, 82.8
21386.727, 82.7
21697.804, 82.6
