* RTings.com in-ear target response
* Cleaned in 7/29/2019

10.145, 99.0
10.293, 99.0
10.443, 99.0
10.595, 99.0
10.749, 99.0
10.905, 99.0
11.064, 99.0
11.225, 99.0
11.388, 99.0
11.554, 99.0
11.722, 99.0
11.892, 99.0
12.065, 99.0
12.241, 99.0
12.419, 99.0
12.599, 99.0
12.782, 99.0
12.968, 99.0
13.157, 99.0
13.348, 99.0
13.543, 99.0
13.74, 99.0
13.939, 99.0
14.142, 99.0
14.348, 99.0
14.557, 99.0
14.768, 99.0
14.983, 99.0
15.201, 99.0
15.422, 99.0
15.646, 99.0
15.874, 99.0
16.105, 99.0
16.339, 99.0
16.577, 99.0
16.818, 99.0
17.063, 99.0
17.311, 99.0
17.563, 99.0
17.818, 99.0
18.077, 99.0
18.34, 99.0
18.607, 99.0
18.877, 99.0
19.152, 99.0
19.431, 99.0
19.713, 99.0
20.0, 99.0
20.291, 99.0
20.586, 99.0
20.885, 99.0
21.189, 99.0
21.497, 99.0
21.81, 99.0
22.127, 99.0
22.449, 99.0
22.776, 99.0
23.107, 99.0
23.443, 99.0
23.784, 99.0
24.13, 99.0
24.481, 99.0
24.837, 99.0
25.198, 99.0
25.565, 99.0
25.937, 99.0
26.314, 99.0
26.697, 99.0
27.085, 99.0
27.479, 99.0
27.879, 99.0
28.284, 99.0
28.696, 99.0
29.113, 99.0
29.537, 99.0
29.966, 99.0
30.402, 99.0
30.844, 99.0
31.293, 99.0
31.748, 99.0
32.21, 99.0
32.678, 99.0
33.154, 99.0
33.636, 99.0
34.125, 99.0
34.621, 99.0
35.125, 99.0
35.636, 99.0
36.154, 99.0
36.68, 99.0
37.214, 99.0
37.755, 99.0
38.304, 99.0
38.861, 99.0
39.427, 99.0
40.0, 99.0
40.582, 99.0
41.172, 99.0
41.771, 99.0
42.379, 99.0
42.995, 99.0
43.62, 99.0
44.255, 99.0
44.898, 99.0
45.552, 99.0
46.214, 99.0
46.886, 99.0
47.568, 99.0
48.26, 98.999
48.962, 98.998
49.674, 98.995
50.397, 98.989
51.13, 98.979
51.874, 98.966
52.628, 98.94800000000001
53.394, 98.92699999999999
54.17, 98.902
54.958, 98.872
55.758, 98.836
56.569, 98.794
57.391, 98.749
58.226, 98.701
59.073, 98.654
59.932, 98.608
60.804, 98.564
61.688, 98.521
62.586, 98.479
63.496, 98.436
64.42, 98.39
65.357, 98.341
66.307, 98.289
67.272, 98.235
68.25, 98.178
69.243, 98.119
70.25, 98.057
71.272, 97.992
72.309, 97.926
73.36, 97.857
74.427, 97.785
75.51, 97.712
76.608, 97.636
77.723, 97.557
78.853, 97.476
80.0, 97.394
81.164, 97.309
82.344, 97.221
83.542, 97.132
84.757, 97.041
85.99, 96.947
87.241, 96.851
88.51, 96.754
89.797, 96.654
91.103, 96.55199999999999
92.428, 96.44800000000001
93.773, 96.342
95.137, 96.235
96.52, 96.125
97.924, 96.014
99.349, 95.9
100.794, 95.785
102.26, 95.669
103.747, 95.551
105.256, 95.431
106.787, 95.31
108.34, 95.187
109.916, 95.064
111.515, 94.939
113.137, 94.813
114.783, 94.687
116.452, 94.559
118.146, 94.432
119.865, 94.304
121.608, 94.176
123.377, 94.048
125.171, 93.921
126.992, 93.794
128.839, 93.667
130.713, 93.542
132.615, 93.417
134.543, 93.294
136.5, 93.172
138.486, 93.051
140.5, 92.932
142.544, 92.815
144.617, 92.7
146.721, 92.586
148.855, 92.475
151.02, 92.365
153.217, 92.257
155.445, 92.152
157.706, 92.048
160.0, 91.946
162.327, 91.846
164.688, 91.747
167.084, 91.65
169.514, 91.555
171.98, 91.46
174.481, 91.368
177.019, 91.276
179.594, 91.185
182.206, 91.096
184.856, 91.009
187.545, 90.923
190.273, 90.838
193.041, 90.757
195.849, 90.678
198.697, 90.602
201.587, 90.53
204.52, 90.462
207.494, 90.399
210.512, 90.34
213.574, 90.286
216.681, 90.237
219.833, 90.193
223.03, 90.152
226.274, 90.116
229.565, 90.086
232.905, 90.062
236.292, 90.043
239.729, 90.03
243.216, 90.019
246.754, 90.01
250.343, 90.0
253.984, 90.0
257.678, 90.0
261.426, 90.0
265.229, 90.0
269.087, 90.0
273.001, 90.0
276.972, 89.999
281.0, 89.999
