* Measurement data measured by REW V5.19
* Source: ?ó??? (Realtek High Definition Audio, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS  With no timing reference
* Dated: 2019-7-30 12:56:35
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: 七月 30 12:56:35
* Smoothing: 1/6 octave
* Frequency Step: 0.36621654 Hz
* Start Frequency: 1.8310547 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
1283.589, 52.346, 19.692
1283.955, 52.349, 19.702
1284.321, 52.351, 19.713
1284.688, 52.353, 19.723
1285.054, 52.355, 19.734
1285.420, 52.358, 19.745
1285.786, 52.360, 19.755
1286.152, 52.362, 19.766
1286.519, 52.364, 19.776
1286.885, 52.366, 19.787
1287.251, 52.369, 19.797
1287.617, 52.371, 19.808
1287.984, 52.373, 19.818
1288.350, 52.375, 19.829
1288.716, 52.377, 19.839
1289.082, 52.380, 19.850
1289.448, 52.382, 19.860
1289.815, 52.384, 19.871
1290.181, 52.386, 19.881
1290.547, 52.388, 19.892
1290.913, 52.391, 19.902
1291.280, 52.393, 19.913
1291.646, 52.395, 19.923
1292.012, 52.397, 19.934
1292.378, 52.399, 19.944
1292.744, 52.402, 19.955
1293.111, 52.404, 19.965
1293.477, 52.406, 19.975
1293.843, 52.408, 19.986
1294.209, 52.410, 19.996
1294.575, 52.413, 20.007
1294.942, 52.415, 20.017
1295.308, 52.417, 20.028
1295.674, 52.419, 20.038
1296.040, 52.421, 20.048
1296.406, 52.424, 20.059
1296.773, 52.426, 20.069
1297.139, 52.428, 20.080
1297.505, 52.430, 20.090
1297.871, 52.432, 20.100
1298.238, 52.434, 20.111
1298.604, 52.437, 20.121
1298.970, 52.439, 20.131
1299.336, 52.441, 20.142
1299.703, 52.443, 20.152
1300.069, 52.445, 20.163
1300.435, 52.448, 20.173
1300.801, 52.450, 20.183
1301.167, 52.452, 20.194
1301.534, 52.454, 20.204
1301.900, 52.456, 20.214
1302.266, 52.459, 20.225
1302.632, 52.461, 20.235
1302.998, 52.463, 20.245
1303.365, 52.465, 20.255
1303.731, 52.467, 20.266
1304.097, 52.469, 20.276
1304.463, 52.472, 20.286
1304.829, 52.474, 20.297
1305.196, 52.476, 20.307
1305.562, 52.478, 20.317
1305.928, 52.480, 20.328
1306.294, 52.483, 20.338
1306.661, 52.485, 20.348
1307.027, 52.487, 20.358
1307.393, 52.489, 20.369
1307.759, 52.491, 20.379
1308.125, 52.493, 20.389
1308.492, 52.496, 20.399
1308.858, 52.498, 20.410
1309.224, 52.500, 20.420
1309.590, 52.502, 20.430
1309.957, 52.504, 20.440
1310.323, 52.506, 20.451
1310.689, 52.509, 20.461
1311.055, 52.511, 20.471
1311.421, 52.513, 20.481
1311.788, 52.515, 20.491
1312.154, 52.517, 20.502
1312.520, 52.519, 20.512
1312.886, 52.522, 20.522
1313.252, 52.524, 20.532
1313.619, 52.526, 20.542
1313.985, 52.528, 20.553
1314.351, 52.530, 20.563
1314.717, 52.532, 20.573
1315.084, 52.535, 20.583
1315.450, 52.537, 20.593
1315.816, 52.539, 20.603
1316.182, 52.541, 20.614
1316.548, 52.543, 20.624
1316.915, 52.545, 20.634
1317.281, 52.548, 20.644
1317.647, 52.550, 20.654
1318.013, 52.552, 20.664
1318.380, 52.554, 20.674
1318.746, 52.556, 20.685
1319.112, 52.558, 20.695
1319.478, 52.560, 20.705
1319.844, 52.563, 20.715
1320.211, 52.565, 20.725
1320.577, 52.567, 20.735
1320.943, 52.569, 20.745
1321.309, 52.571, 20.755
1321.675, 52.573, 20.765
1322.042, 52.576, 20.776
1322.408, 52.578, 20.786
1322.774, 52.580, 20.796
1323.140, 52.582, 20.806
1323.507, 52.584, 20.816
1323.873, 52.586, 20.826
1324.239, 52.588, 20.836
1324.605, 52.591, 20.846
1324.971, 52.593, 20.856
1325.338, 52.595, 20.866
1325.704, 52.597, 20.876
1326.070, 52.599, 20.886
1326.436, 52.601, 20.896
1326.802, 52.603, 20.906
1327.169, 52.605, 20.916
1327.535, 52.608, 20.926
1327.901, 52.610, 20.936
1328.267, 52.612, 20.946
1328.634, 52.614, 20.956
1329.000, 52.616, 20.966
1329.366, 52.618, 20.976
1329.732, 52.620, 20.986
1330.098, 52.623, 20.996
1330.465, 52.625, 21.006
1330.831, 52.627, 21.016
1331.197, 52.629, 21.026
1331.563, 52.631, 21.036
1331.930, 52.633, 21.046
1332.296, 52.635, 21.056
1332.662, 52.637, 21.066
1333.028, 52.640, 21.076
1333.394, 52.642, 21.086
1333.761, 52.644, 21.096
1334.127, 52.646, 21.106
1334.493, 52.648, 21.116
1334.859, 52.650, 21.126
1335.225, 52.652, 21.136
1335.592, 52.654, 21.146
1335.958, 52.657, 21.156
1336.324, 52.659, 21.166
1336.690, 52.661, 21.176
1337.057, 52.663, 21.186
1337.423, 52.665, 21.196
1337.789, 52.667, 21.206
1338.155, 52.669, 21.215
1338.521, 52.671, 21.225
1338.888, 52.673, 21.235
1339.254, 52.675, 21.245
1339.620, 52.678, 21.255
1339.986, 52.680, 21.265
1340.353, 52.682, 21.275
1340.719, 52.684, 21.285
1341.085, 52.686, 21.295
1341.451, 52.688, 21.304
1341.817, 52.690, 21.314
1342.184, 52.692, 21.324
1342.550, 52.694, 21.334
1342.916, 52.697, 21.344
1343.282, 52.699, 21.354
1343.648, 52.701, 21.364
1344.015, 52.703, 21.374
1344.381, 52.705, 21.383
1344.747, 52.707, 21.393
1345.113, 52.709, 21.403
1345.479, 52.711, 21.413
1345.846, 52.713, 21.423
1346.212, 52.715, 21.432
1346.578, 52.717, 21.442
1346.944, 52.720, 21.452
1347.311, 52.722, 21.462
1347.677, 52.724, 21.472
1348.043, 52.726, 21.482
1348.409, 52.728, 21.491
1348.776, 52.730, 21.501
1349.142, 52.732, 21.511
1349.508, 52.734, 21.521
1349.874, 52.736, 21.531
1350.240, 52.738, 21.540
1350.607, 52.740, 21.550
1350.973, 52.742, 21.560
1351.339, 52.745, 21.570
1351.705, 52.747, 21.579
1352.071, 52.749, 21.589
1352.438, 52.751, 21.599
1352.804, 52.753, 21.609
1353.170, 52.755, 21.619
1353.536, 52.757, 21.628
1353.902, 52.759, 21.638
1354.269, 52.761, 21.648
1354.635, 52.763, 21.657
1355.001, 52.765, 21.667
1355.367, 52.767, 21.677
1355.734, 52.769, 21.687
1356.100, 52.771, 21.696
1356.466, 52.773, 21.706
1356.832, 52.776, 21.716
1357.198, 52.778, 21.726
1357.565, 52.780, 21.735
1357.931, 52.782, 21.745
1358.297, 52.784, 21.755
1358.663, 52.786, 21.764
1359.030, 52.788, 21.774
1359.396, 52.790, 21.784
1359.762, 52.792, 21.793
1360.128, 52.794, 21.803
1360.494, 52.796, 21.813
1360.861, 52.798, 21.823
1361.227, 52.800, 21.832
1361.593, 52.802, 21.842
1361.959, 52.804, 21.851
1362.326, 52.806, 21.861
1362.692, 52.808, 21.871
1363.058, 52.810, 21.880
1363.424, 52.812, 21.890
1363.790, 52.814, 21.900
1364.157, 52.817, 21.909
1364.523, 52.819, 21.919
1364.889, 52.821, 21.929
1365.255, 52.823, 21.938
1365.621, 52.825, 21.948
1365.988, 52.827, 21.958
1366.354, 52.829, 21.967
1366.720, 52.831, 21.977
1367.086, 52.833, 21.986
1367.453, 52.835, 21.996
1367.819, 52.837, 22.006
1368.185, 52.839, 22.015
1368.551, 52.841, 22.025
1368.917, 52.843, 22.034
1369.284, 52.845, 22.044
1369.650, 52.847, 22.053
1370.016, 52.849, 22.063
1370.382, 52.851, 22.073
1370.749, 52.853, 22.082
1371.115, 52.855, 22.092
1371.481, 52.857, 22.101
1371.847, 52.859, 22.111
1372.213, 52.861, 22.120
1372.580, 52.863, 22.130
1372.946, 52.865, 22.140
1373.312, 52.867, 22.149
1373.678, 52.869, 22.159
1374.044, 52.871, 22.168
1374.411, 52.873, 22.178
1374.777, 52.875, 22.187
1375.143, 52.877, 22.197
1375.509, 52.879, 22.206
1375.875, 52.881, 22.216
1376.242, 52.883, 22.225
1376.608, 52.885, 22.235
1376.974, 52.887, 22.244
1377.340, 52.889, 22.254
1377.707, 52.891, 22.263
1378.073, 52.893, 22.273
1378.439, 52.895, 22.282
1378.805, 52.897, 22.292
1379.172, 52.899, 22.301
1379.538, 52.901, 22.311
1379.904, 52.903, 22.320
1380.270, 52.905, 22.330
1380.636, 52.907, 22.339
1381.003, 52.909, 22.349
1381.369, 52.911, 22.358
1381.735, 52.913, 22.368
1382.101, 52.915, 22.377
1382.467, 52.917, 22.387
1382.834, 52.919, 22.396
1383.200, 52.921, 22.406
1383.566, 52.923, 22.415
1383.932, 52.925, 22.424
1384.298, 52.927, 22.434
1384.665, 52.929, 22.443
1385.031, 52.931, 22.453
1385.397, 52.933, 22.462
1385.763, 52.935, 22.471
1386.130, 52.937, 22.481
1386.496, 52.939, 22.490
1386.862, 52.941, 22.500
1387.228, 52.943, 22.509
1387.594, 52.945, 22.519
1387.961, 52.947, 22.528
1388.327, 52.949, 22.537
1388.693, 52.951, 22.547
1389.059, 52.953, 22.556
1389.426, 52.955, 22.566
1389.792, 52.957, 22.575
1390.158, 52.959, 22.584
1390.524, 52.961, 22.594
1390.890, 52.963, 22.603
1391.257, 52.964, 22.612
1391.623, 52.966, 22.622
1391.989, 52.968, 22.631
1392.355, 52.970, 22.641
1392.721, 52.972, 22.650
1393.088, 52.974, 22.659
1393.454, 52.976, 22.669
1393.820, 52.978, 22.678
1394.186, 52.980, 22.687
1394.553, 52.982, 22.697
1394.919, 52.984, 22.706
1395.285, 52.986, 22.715
1395.651, 52.988, 22.725
1396.017, 52.990, 22.734
1396.384, 52.992, 22.743
1396.750, 52.994, 22.753
1397.116, 52.996, 22.762
1397.482, 52.998, 22.771
1397.849, 53.000, 22.780
1398.215, 53.002, 22.790
1398.581, 53.003, 22.799
1398.947, 53.005, 22.808
1399.313, 53.007, 22.818
1399.680, 53.009, 22.827
1400.046, 53.011, 22.836
1400.412, 53.013, 22.845
1400.778, 53.015, 22.855
1401.144, 53.017, 22.864
1401.511, 53.019, 22.873
1401.877, 53.021, 22.883
1402.243, 53.023, 22.892
1402.609, 53.025, 22.901
1402.976, 53.027, 22.910
1403.342, 53.029, 22.920
1403.708, 53.030, 22.929
1404.074, 53.032, 22.938
1404.440, 53.034, 22.947
1404.807, 53.036, 22.957
1405.173, 53.038, 22.966
1405.539, 53.040, 22.975
1405.905, 53.042, 22.984
1406.271, 53.044, 22.994
1406.638, 53.046, 23.003
1407.004, 53.048, 23.012
1407.370, 53.050, 23.021
1407.736, 53.052, 23.031
1408.103, 53.053, 23.040
1408.469, 53.055, 23.049
1408.835, 53.057, 23.058
1409.201, 53.059, 23.067
1409.567, 53.061, 23.077
1409.934, 53.063, 23.086
1410.300, 53.065, 23.095
1410.666, 53.067, 23.104
1411.032, 53.069, 23.113
1411.399, 53.071, 23.122
1411.765, 53.072, 23.132
1412.131, 53.074, 23.141
1412.497, 53.076, 23.150
1412.863, 53.078, 23.159
1413.230, 53.080, 23.168
1413.596, 53.082, 23.178
1413.962, 53.084, 23.187
1414.328, 53.086, 23.196
1414.694, 53.088, 23.205
1415.061, 53.090, 23.214
1415.427, 53.091, 23.223
1415.793, 53.093, 23.233
1416.159, 53.095, 23.242
1416.526, 53.097, 23.251
1416.892, 53.099, 23.260
1417.258, 53.101, 23.269
1417.624, 53.103, 23.278
1417.990, 53.105, 23.287
1418.357, 53.106, 23.297
1418.723, 53.108, 23.306
1419.089, 53.110, 23.315
1419.455, 53.112, 23.324
1419.822, 53.114, 23.333
1420.188, 53.116, 23.342
1420.554, 53.118, 23.351
1420.920, 53.120, 23.360
1421.286, 53.122, 23.369
1421.653, 53.123, 23.379
1422.019, 53.125, 23.388
1422.385, 53.127, 23.397
1422.751, 53.129, 23.406
1423.117, 53.131, 23.415
1423.484, 53.133, 23.424
1423.850, 53.135, 23.433
1424.216, 53.136, 23.442
1424.582, 53.138, 23.451
1424.948, 53.140, 23.460
1425.315, 53.142, 23.469
1425.681, 53.144, 23.479
1426.047, 53.146, 23.488
1426.413, 53.148, 23.497
1426.780, 53.149, 23.506
1427.146, 53.151, 23.515
1427.512, 53.153, 23.524
1427.878, 53.155, 23.533
1428.245, 53.157, 23.542
1428.611, 53.159, 23.551
1428.977, 53.161, 23.560
1429.343, 53.162, 23.569
1429.709, 53.164, 23.578
1430.076, 53.166, 23.587
1430.442, 53.168, 23.596
1430.808, 53.170, 23.605
1431.174, 53.172, 23.614
1431.540, 53.174, 23.623
1431.907, 53.175, 23.632
1432.273, 53.177, 23.641
1432.639, 53.179, 23.651
1433.005, 53.181, 23.660
1433.371, 53.183, 23.669
1433.738, 53.185, 23.678
1434.104, 53.186, 23.687
1434.470, 53.188, 23.696
1434.836, 53.190, 23.705
1435.203, 53.192, 23.714
1435.569, 53.194, 23.723
1435.935, 53.196, 23.732
1436.301, 53.197, 23.741
1436.667, 53.199, 23.750
1437.034, 53.201, 23.759
1437.400, 53.203, 23.768
1437.766, 53.205, 23.777
1438.132, 53.207, 23.786
1438.499, 53.208, 23.795
1438.865, 53.210, 23.804
1439.231, 53.212, 23.813
1439.597, 53.214, 23.822
1439.963, 53.216, 23.831
1440.330, 53.217, 23.840
1440.696, 53.219, 23.849
1441.062, 53.221, 23.858
1441.428, 53.223, 23.866
1441.794, 53.225, 23.875
1442.161, 53.227, 23.884
1442.527, 53.228, 23.893
1442.893, 53.230, 23.902
1443.259, 53.232, 23.911
1443.626, 53.234, 23.920
1443.992, 53.236, 23.929
1444.358, 53.237, 23.938
1444.724, 53.239, 23.947
1445.090, 53.241, 23.956
1445.457, 53.243, 23.965
1445.823, 53.245, 23.974
1446.189, 53.246, 23.983
1446.555, 53.248, 23.992
1446.922, 53.250, 24.001
1447.288, 53.252, 24.010
1447.654, 53.254, 24.019
1448.020, 53.256, 24.028
1448.386, 53.257, 24.037
1448.753, 53.259, 24.046
1449.119, 53.261, 24.054
1449.485, 53.263, 24.063
1449.851, 53.265, 24.072
1450.218, 53.266, 24.081
1450.584, 53.268, 24.090
1450.950, 53.270, 24.099
1451.316, 53.272, 24.108
1451.682, 53.273, 24.117
1452.049, 53.275, 24.126
1452.415, 53.277, 24.135
1452.781, 53.279, 24.144
1453.147, 53.281, 24.152
1453.513, 53.282, 24.161
1453.880, 53.284, 24.170
1454.246, 53.286, 24.179
1454.612, 53.288, 24.188
1454.978, 53.290, 24.197
1455.344, 53.291, 24.206
1455.711, 53.293, 24.215
1456.077, 53.295, 24.224
1456.443, 53.297, 24.233
1456.809, 53.299, 24.241
1457.176, 53.300, 24.250
1457.542, 53.302, 24.259
1457.908, 53.304, 24.268
1458.274, 53.306, 24.277
1458.641, 53.307, 24.286
1459.007, 53.309, 24.295
1459.373, 53.311, 24.304
1459.739, 53.313, 24.312
1460.105, 53.315, 24.321
1460.472, 53.316, 24.330
1460.838, 53.318, 24.339
1461.204, 53.320, 24.348
1461.570, 53.322, 24.357
1461.936, 53.323, 24.366
1462.303, 53.325, 24.375
1462.669, 53.327, 24.383
1463.035, 53.329, 24.392
1463.401, 53.330, 24.401
1463.767, 53.332, 24.410
1464.134, 53.334, 24.419
1464.500, 53.336, 24.428
1464.866, 53.338, 24.437
1465.232, 53.339, 24.445
1465.599, 53.341, 24.454
1465.965, 53.343, 24.463
1466.331, 53.345, 24.472
1466.697, 53.346, 24.481
1467.063, 53.348, 24.490
1467.430, 53.350, 24.498
1467.796, 53.352, 24.507
1468.162, 53.353, 24.516
1468.528, 53.355, 24.525
1468.895, 53.357, 24.534
1469.261, 53.359, 24.543
1469.627, 53.360, 24.551
1469.993, 53.362, 24.560
1470.359, 53.364, 24.569
1470.726, 53.366, 24.578
1471.092, 53.367, 24.587
1471.458, 53.369, 24.595
1471.824, 53.371, 24.604
1472.190, 53.373, 24.613
1472.557, 53.374, 24.622
1472.923, 53.376, 24.631
1473.289, 53.378, 24.640
1473.655, 53.380, 24.648
1474.022, 53.381, 24.657
1474.388, 53.383, 24.666
1474.754, 53.385, 24.675
1475.120, 53.387, 24.684
1475.486, 53.388, 24.692
1475.853, 53.390, 24.701
1476.219, 53.392, 24.710
1476.585, 53.394, 24.719
1476.951, 53.395, 24.728
1477.318, 53.397, 24.736
1477.684, 53.399, 24.745
1478.050, 53.401, 24.754
1478.416, 53.402, 24.763
1478.782, 53.404, 24.771
1479.149, 53.406, 24.780
1479.515, 53.407, 24.789
1479.881, 53.409, 24.798
1480.247, 53.411, 24.807
1480.613, 53.413, 24.815
1480.980, 53.414, 24.824
1481.346, 53.416, 24.833
1481.712, 53.418, 24.842
1482.078, 53.420, 24.850
1482.445, 53.421, 24.859
1482.811, 53.423, 24.868
1483.177, 53.425, 24.877
1483.543, 53.427, 24.886
1483.909, 53.428, 24.894
1484.276, 53.430, 24.903
1484.642, 53.432, 24.912
1485.008, 53.433, 24.921
1485.374, 53.435, 24.929
1485.740, 53.437, 24.938
1486.107, 53.439, 24.947
1486.473, 53.440, 24.956
1486.839, 53.442, 24.964
1487.205, 53.444, 24.973
1487.572, 53.446, 24.982
1487.938, 53.447, 24.991
1488.304, 53.449, 24.999
1488.670, 53.451, 25.008
1489.036, 53.452, 25.017
1489.403, 53.454, 25.026
1489.769, 53.456, 25.034
1490.135, 53.458, 25.043
1490.501, 53.459, 25.052
1490.868, 53.461, 25.061
1491.234, 53.463, 25.069
1491.600, 53.464, 25.078
1491.966, 53.466, 25.087
1492.332, 53.468, 25.095
1492.699, 53.470, 25.104
1493.065, 53.471, 25.113
1493.431, 53.473, 25.122
1493.797, 53.475, 25.130
1494.163, 53.476, 25.139
1494.530, 53.478, 25.148
1494.896, 53.480, 25.156
1495.262, 53.482, 25.165
1495.628, 53.483, 25.174
1495.995, 53.485, 25.183
1496.361, 53.487, 25.191
1496.727, 53.488, 25.200
1497.093, 53.490, 25.209
1497.459, 53.492, 25.218
1497.826, 53.494, 25.226
1498.192, 53.495, 25.235
1498.558, 53.497, 25.244
1498.924, 53.499, 25.252
1499.291, 53.500, 25.261
1499.657, 53.502, 25.270
1500.023, 53.504, 25.278
1500.389, 53.505, 25.287
1500.755, 53.507, 25.296
1501.122, 53.509, 25.305
1501.488, 53.511, 25.313
1501.854, 53.512, 25.322
1502.220, 53.514, 25.331
1502.586, 53.516, 25.339
1502.953, 53.517, 25.348
1503.319, 53.519, 25.357
1503.685, 53.521, 25.365
1504.051, 53.522, 25.374
1504.417, 53.524, 25.383
1504.784, 53.526, 25.391
1505.150, 53.528, 25.400
1505.516, 53.529, 25.409
1505.882, 53.531, 25.417
1506.249, 53.533, 25.426
1506.615, 53.534, 25.435
1506.981, 53.536, 25.443
1507.347, 53.538, 25.452
1507.714, 53.539, 25.461
1508.080, 53.541, 25.469
1508.446, 53.543, 25.478
1508.812, 53.545, 25.487
1509.178, 53.546, 25.495
1509.545, 53.548, 25.504
1509.911, 53.550, 25.513
1510.277, 53.551, 25.521
1510.643, 53.553, 25.530
1511.009, 53.555, 25.539
1511.376, 53.556, 25.547
1511.742, 53.558, 25.556
1512.108, 53.560, 25.565
1512.474, 53.561, 25.573
1512.840, 53.563, 25.582
1513.207, 53.565, 25.590
1513.573, 53.566, 25.599
1513.939, 53.568, 25.608
1514.305, 53.570, 25.616
1514.672, 53.572, 25.625
1515.038, 53.573, 25.634
1515.404, 53.575, 25.642
1515.770, 53.577, 25.651
1516.136, 53.578, 25.660
1516.503, 53.580, 25.668
1516.869, 53.582, 25.677
1517.235, 53.583, 25.685
1517.601, 53.585, 25.694
1517.968, 53.587, 25.703
1518.334, 53.588, 25.711
1518.700, 53.590, 25.720
1519.066, 53.592, 25.729
1519.432, 53.593, 25.737
1519.799, 53.595, 25.746
1520.165, 53.597, 25.754
1520.531, 53.598, 25.763
1520.897, 53.600, 25.771
1521.263, 53.602, 25.780
1521.630, 53.603, 25.789
1521.996, 53.605, 25.797
1522.362, 53.607, 25.806
1522.728, 53.609, 25.815
1523.095, 53.610, 25.823
1523.461, 53.612, 25.832
1523.827, 53.614, 25.840
1524.193, 53.615, 25.849
1524.559, 53.617, 25.857
1524.926, 53.619, 25.866
1525.292, 53.620, 25.875
1525.658, 53.622, 25.883
1526.024, 53.624, 25.892
1526.391, 53.625, 25.900
1526.757, 53.627, 25.909
1527.123, 53.629, 25.917
1527.489, 53.630, 25.926
1527.855, 53.632, 25.935
1528.222, 53.634, 25.943
1528.588, 53.635, 25.952
1528.954, 53.637, 25.960
1529.320, 53.639, 25.969
1529.686, 53.640, 25.977
1530.053, 53.642, 25.986
1530.419, 53.644, 25.995
1530.785, 53.645, 26.003
1531.151, 53.647, 26.012
1531.518, 53.649, 26.020
1531.884, 53.650, 26.029
1532.250, 53.652, 26.037
1532.616, 53.654, 26.046
1532.982, 53.655, 26.054
1533.349, 53.657, 26.063
1533.715, 53.659, 26.071
1534.081, 53.660, 26.080
1534.447, 53.662, 26.089
1534.813, 53.664, 26.097
1535.180, 53.665, 26.106
1535.546, 53.667, 26.114
1535.912, 53.669, 26.123
1536.278, 53.670, 26.131
1536.645, 53.672, 26.140
1537.011, 53.674, 26.148
1537.377, 53.675, 26.157
1537.743, 53.677, 26.165
1538.109, 53.679, 26.174
1538.476, 53.680, 26.182
1538.842, 53.682, 26.191
1539.208, 53.684, 26.199
1539.574, 53.685, 26.208
1539.941, 53.687, 26.216
1540.307, 53.689, 26.225
1540.673, 53.690, 26.233
1541.039, 53.692, 26.242
1541.405, 53.694, 26.250
1541.772, 53.695, 26.259
1542.138, 53.697, 26.267
1542.504, 53.699, 26.276
1542.870, 53.700, 26.284
1543.236, 53.702, 26.293
1543.603, 53.704, 26.301
1543.969, 53.705, 26.310
1544.335, 53.707, 26.318
1544.701, 53.709, 26.327
1545.068, 53.710, 26.335
1545.434, 53.712, 26.344
1545.800, 53.714, 26.352
1546.166, 53.715, 26.361
1546.532, 53.717, 26.369
1546.899, 53.719, 26.377
1547.265, 53.720, 26.386
1547.631, 53.722, 26.394
1547.997, 53.724, 26.403
1548.364, 53.725, 26.411
1548.730, 53.727, 26.420
1549.096, 53.729, 26.428
1549.462, 53.730, 26.437
1549.828, 53.732, 26.445
1550.195, 53.734, 26.453
1550.561, 53.735, 26.462
1550.927, 53.737, 26.470
1551.293, 53.738, 26.479
1551.659, 53.740, 26.487
1552.026, 53.742, 26.496
1552.392, 53.743, 26.504
1552.758, 53.745, 26.513
1553.124, 53.747, 26.521
1553.490, 53.748, 26.529
1553.857, 53.750, 26.538
1554.223, 53.752, 26.546
1554.589, 53.753, 26.555
1554.955, 53.755, 26.563
1555.322, 53.757, 26.571
1555.688, 53.758, 26.580
1556.054, 53.760, 26.588
1556.420, 53.762, 26.597
1556.786, 53.763, 26.605
1557.153, 53.765, 26.613
1557.519, 53.767, 26.622
1557.885, 53.768, 26.630
1558.251, 53.770, 26.639
1558.618, 53.772, 26.647
1558.984, 53.773, 26.655
1559.350, 53.775, 26.664
1559.716, 53.777, 26.672
1560.082, 53.778, 26.681
1560.449, 53.780, 26.689
1560.815, 53.782, 26.697
1561.181, 53.783, 26.706
1561.547, 53.785, 26.714
1561.914, 53.786, 26.722
1562.280, 53.788, 26.731
1562.646, 53.790, 26.739
1563.012, 53.791, 26.747
1563.378, 53.793, 26.756
1563.745, 53.795, 26.764
1564.111, 53.796, 26.772
1564.477, 53.798, 26.781
1564.843, 53.800, 26.789
1565.209, 53.801, 26.797
1565.576, 53.803, 26.806
1565.942, 53.805, 26.814
1566.308, 53.806, 26.823
1566.674, 53.808, 26.831
1567.041, 53.810, 26.839
1567.407, 53.811, 26.848
1567.773, 53.813, 26.856
1568.139, 53.815, 26.864
1568.505, 53.816, 26.872
1568.872, 53.818, 26.881
1569.238, 53.820, 26.889
1569.604, 53.821, 26.897
1569.970, 53.823, 26.906
1570.337, 53.824, 26.914
1570.703, 53.826, 26.922
1571.069, 53.828, 26.931
1571.435, 53.829, 26.939
1571.801, 53.831, 26.947
1572.168, 53.833, 26.956
1572.534, 53.834, 26.964
1572.900, 53.836, 26.972
1573.266, 53.838, 26.980
1573.632, 53.839, 26.989
1573.999, 53.841, 26.997
1574.365, 53.843, 27.005
1574.731, 53.844, 27.013
1575.097, 53.846, 27.022
1575.464, 53.848, 27.030
1575.830, 53.849, 27.038
1576.196, 53.851, 27.047
1576.562, 53.852, 27.055
1576.928, 53.854, 27.063
1577.295, 53.856, 27.071
1577.661, 53.857, 27.080
1578.027, 53.859, 27.088
1578.393, 53.861, 27.096
1578.760, 53.862, 27.104
1579.126, 53.864, 27.112
1579.492, 53.866, 27.121
1579.858, 53.867, 27.129
1580.224, 53.869, 27.137
1580.591, 53.871, 27.145
1580.957, 53.872, 27.154
1581.323, 53.874, 27.162
1581.689, 53.876, 27.170
1582.055, 53.877, 27.178
1582.422, 53.879, 27.187
1582.788, 53.881, 27.195
1583.154, 53.882, 27.203
1583.520, 53.884, 27.211
1583.886, 53.885, 27.219
1584.253, 53.887, 27.228
1584.619, 53.889, 27.236
1584.985, 53.890, 27.244
1585.351, 53.892, 27.252
1585.718, 53.894, 27.260
1586.084, 53.895, 27.268
1586.450, 53.897, 27.277
1586.816, 53.899, 27.285
1587.182, 53.900, 27.293
1587.549, 53.902, 27.301
1587.915, 53.904, 27.309
1588.281, 53.905, 27.318
1588.647, 53.907, 27.326
1589.014, 53.908, 27.334
1589.380, 53.910, 27.342
1589.746, 53.912, 27.350
1590.112, 53.913, 27.358
1590.478, 53.915, 27.366
1590.845, 53.917, 27.375
1591.211, 53.918, 27.383
1591.577, 53.920, 27.391
1591.943, 53.922, 27.399
1592.309, 53.923, 27.407
1592.676, 53.925, 27.415
1593.042, 53.927, 27.423
1593.408, 53.928, 27.432
1593.774, 53.930, 27.440
1594.141, 53.932, 27.448
1594.507, 53.933, 27.456
1594.873, 53.935, 27.464
1595.239, 53.936, 27.472
1595.605, 53.938, 27.480
1595.972, 53.940, 27.488
1596.338, 53.941, 27.496
1596.704, 53.943, 27.505
1597.070, 53.945, 27.513
1597.437, 53.946, 27.521
1597.803, 53.948, 27.529
1598.169, 53.950, 27.537
1598.535, 53.951, 27.545
1598.901, 53.953, 27.553
1599.268, 53.955, 27.561
1599.634, 53.956, 27.569
1600.000, 53.958, 27.577
1600.366, 53.959, 27.585
1600.732, 53.961, 27.593
1601.099, 53.963, 27.601
1601.465, 53.964, 27.609
1601.831, 53.966, 27.618
1602.197, 53.968, 27.626
1602.564, 53.969, 27.634
1602.930, 53.971, 27.642
1603.296, 53.973, 27.650
1603.662, 53.974, 27.658
1604.028, 53.976, 27.666
1604.395, 53.978, 27.674
1604.761, 53.979, 27.682
1605.127, 53.981, 27.690
1605.493, 53.983, 27.698
1605.859, 53.984, 27.706
1606.226, 53.986, 27.714
1606.592, 53.987, 27.722
1606.958, 53.989, 27.730
1607.324, 53.991, 27.738
1607.691, 53.992, 27.746
1608.057, 53.994, 27.754
